Strathpeffer,"1,090",7,6,91.81,110.72,126.92,160.38
Strichen,"1,020",18,7,97.81,133.48,172.6,228.99
Stuartfield,830,18,7,97.81,133.48,172.6,228.99
Symington (South Ayrshire),"1,170",6,20,80.55,97.81,115.07,158.9
Symington (South Lanarkshire),750,11,20,80.55,103.56,126.92,185.4
Tain,"3,590",10,5,91.81,110.72,126.92,160.38
Tarbert,"1,130",2,18,84.23,103.85,120.29,180
Tarbolton,"1,900",7,21,80.55,97.81,115.07,158.9
Tarland,720,14,10,97.81,133.48,172.6,228.99
Tarves,"1,070",18,8,97.81,133.48,172.6,228.99
Tayport,"3,810",14,15,81.58,102.56,120.29,174.81
Thankerton,510,11,20,80.55,103.56,126.92,185.4
Thornhill (Dumfries and Galloway),"1,660",10,23,80.77,97.81,108.26,129.47
Thornhill (Stirling),530,8,16,83.91,103.56,126.58,181.8
Thorntonhall,590,8,19,80.55,103.56,126.92,185.4
Thurso,"7,610",12,0,91.81,110.72,126.92,160.38
Tighnabruaich,520,4,18,84.23,103.85,120.29,180
Tillicoultry,"5,900",10,16,83.91,103.56,126.58,181.8
Tobermory,"1,010",0,12,84.23,103.85,120.29,180
Torphichen,710,11,18,98.08,121.22,137.87,180.45
Torphins,"1,410",16,10,97.81,133.48,172.6,228.99
Torrance,"2,290",8,17,97.81,120.03,160.38,221.42
Townhill,"1,180",12,17,81.58,102.56,120.29,174.81
Tranent,"12,140",14,18,127.33,154.28,192.06,276.92
Troon,"14,710",6,20,80.55,97.81,115.07,158.9
Tullibody,"9,370",10,17,83.91,103.56,126.58,181.8
Turriff,"4,960",16,7,97.81,133.48,172.6,228.99
Twechar,"1,220",9,18,97.81,120.03,160.38,221.42
Ullapool,"1,520",4,4,91.81,110.72,126.92,160.38
Uplawmoor,610,6,19,80.55,101.54,125.42,190.8
Vale of Leven,"24,300",6,17,86.3,103.56,113.92,169.69
Walkerburn,720,14,20,72,92.05,109.62,142.61
Waterfoot,"1,330",7,19,80.55,101.54,125.42,190.8
Wattston and Greengairs,"1,080",9,18,80.55,99.06,113.92,167.31
Wellbank,620,14,14,79.24,103.85,128.19,189.07
Wemyss Bay,"4,490",5,18,80.55,101.54,125.42,190.8
West Barns,640,16,18,127.33,154.28,192.06,276.92
West Kilbride,"4,700",5,19,80.55,97.81,115.07,158.9
West Linton,"1,700",12,19,72,92.05,109.62,142.61
Westhill (Aberdeenshire),"12,290",17,9,97.81,133.48,172.6,228.99
Whitburn,"12,160",11,18,98.08,121.22,137.87,180.45
Whitecraig,"1,450",14,18,127.33,154.28,192.06,276.92
Whitecross,770,11,18,98.08,121.22,137.87,180.45
Whitehills,"1,050",16,6,97.81,133.48,172.6,228.99
Whiting Bay,620,4,21,80.55,97.81,115.07,158.9
Wick,"7,040",13,0,91.81,110.72,126.92,160.38
Wigtown,870,7,24,80.77,97.81,108.26,129.47
Winchburgh,"3,040",12,18,98.08,121.22,137.87,180.45
Yetholm,600,17,21,72,92.05,109.62,142.61
